"ASV_Name","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV698","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV699","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV700","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV702","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV706","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV708","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV710","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV712","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium",NA
"ASV716","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV720","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV724","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV729","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV731","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV736","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV739","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV741","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV742","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV743","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Franconibacter",NA
"ASV745","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus",NA
"ASV746","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"ASV747","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas",NA
"ASV748","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Taonella",NA,NA
"ASV749","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV751","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV752","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV753","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV755","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV756","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV757","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV760","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilus",NA
"ASV763","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV767","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV771","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA,NA
"ASV774","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV777","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV779","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV780","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV781","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV783","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV784","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11",NA
"ASV787","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"ASV791","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV798","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV801","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV803","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","denitrificans"
"ASV804","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV805","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"ASV811","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV820","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV822","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASV824","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV826","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV829","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV830","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV834","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV835","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASV838","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV843","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV852","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV859","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV860","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV861","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV875","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV878","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV880","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","gilardii"
"ASV886","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV887","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA
"ASV890","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV891","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV894","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV904","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV909","Bacteria","Firmicutes","Thermincolia","Carboxydocellales","Carboxydocellaceae","Carboxydocella",NA
"ASV912","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA,NA
"ASV915","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV918","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera",NA
"ASV924","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV926","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV938","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV939","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","oligotropha"
"ASV940","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV941","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV945","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","chaponense"
"ASV949","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV950","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya Es-Yyy1000",NA
"ASV954","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV955","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV961","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV966","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV968","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus",NA
"ASV974","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV976","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","AUTHM297",NA
"ASV977","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV978","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA
"ASV993","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV994","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV997","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum","picis"
"ASV1001","Bacteria","Actinobacteriota","Actinobacteria","PeM15",NA,NA,NA
"ASV1005","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV1007","Bacteria","Firmicutes","Thermoanaerobacteria","Thermoanaerobacterales","Family III","Thermoanaerobacterium","thermosaccharolyticum"
"ASV1008","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV1010","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV1015","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila",NA
"ASV1018","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1019","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV1025","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1026","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1031","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"ASV1034","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1035","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV1040","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1047","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA
"ASV1052","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter",NA
"ASV1055","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV1058","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1059","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1061","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV1063","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA
"ASV1065","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1071","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV1072","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1074","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV1078","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"ASV1090","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1091","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae1","Alcanivorax",NA
"ASV1092","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV1093","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae",NA,NA
"ASV1094","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1098","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV1099","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV1100","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1105","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1116","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter",NA
"ASV1120","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","aurantiaca"
"ASV1128","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV1129","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA,NA
"ASV1132","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV1133","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1143","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1146","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga","robiniae"
"ASV1147","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV1150","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV1164","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1166","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus",NA
"ASV1167","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Permianibacter","aggregans"
"ASV1168","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","pontis"
"ASV1178","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"ASV1179","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1185","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1189","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae1","Alcanivorax",NA
"ASV1191","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1197","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1200","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1208","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1216","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1218","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA
"ASV1220","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV1221","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",NA
"ASV1222","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV1224","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1227","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","xylosoxidans"
"ASV1229","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1231","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV1236","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1237","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1239","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",NA
"ASV1241","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV1244","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1247","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV1250","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"ASV1251","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix","fermentans"
"ASV1253","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Effusibacillus",NA
"ASV1256","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","citreus"
"ASV1258","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1278","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"ASV1279","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"ASV1280","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV1285","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1287","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1288","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV1289","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium",NA
"ASV1294","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV1295","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1298","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1302","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV1308","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus Jidaibacter",NA,NA
"ASV1309","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",NA
"ASV1310","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV1318","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV1319","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1332","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV1333","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1335","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1339","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV1343","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1344","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","geothermalis"
"ASV1347","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1349","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"ASV1356","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV1360","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1363","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1364","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV1366","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV1373","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia",NA
"ASV1379","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"ASV1383","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",NA
"ASV1386","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1388","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASV1389","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV1395","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV1397","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter",NA
"ASV1402","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1413","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV1414","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1417","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Acetomicrobium",NA
"ASV1424","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1431","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1438","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1441","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1443","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1444","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1453","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV1454","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1455","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV1458","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1461","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1467","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1470","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas",NA
"ASV1474","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1475","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1478","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASV1494","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV1500","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV1501","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1505","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV1507","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",NA
"ASV1521","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV1535","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV1536","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV1554","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV1559","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV1571","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV1598","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","falsenii"
"ASV1607","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV1611","Bacteria","Patescibacteria","Parcubacteria","Candidatus Jorgensenbacteria",NA,NA,NA
"ASV1620","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera",NA
"ASV1630","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA
"ASV1631","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Iodobacter","fluviatilis"
